TireTemp_FL_Avg,TireTemp_FR_Avg,TireTemp_RL_Avg,TireTemp_RR_Avg,TireWear_FL,TireWear_FR,TireWear_RL,TireWear_RR,TirePressure_FL,TirePressure_FR,TirePressure_RL,TirePressure_RR,SlipRatio_FL,SlipRatio_FR,SlipRatio_RL,SlipRatio_RR,SlipAngle_FL,SlipAngle_FR,SlipAngle_RL,SlipAngle_RR,Timestamp,CompletedLaps,DistanceTraveled_m,CurrentSectorIndex,IsInPit
-0.4928468857294223,0.9489271757499841,-0.15895358062389933,0.6055210776432991,0.0,0.0,0.0,0.0,0.22596773900159947,0.9215484967578502,0.2439888667992629,0.6094617644581751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210075,44,261692.531,2,False
-0.5018953439018975,0.9342589918934403,-0.17769922801457608,0.5813064391242869,0.0,0.0,0.0,0.0,0.22596773900159947,0.941543118745888,0.2600482800201327,0.6094617644581751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210075,44,261701.219,2,False
-0.515468031160615,0.8902544403238029,-0.17769922801457608,0.5732348929512886,0.0,0.0,0.0,0.0,0.22596773900159947,0.941543118745888,0.2600482800201327,0.6263989771739127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210075,44,261710.188,2,False
-0.5290407184193326,0.8609180726107153,-0.1964448754052448,0.5490202544322869,0.0,0.0,0.0,0.0,0.22596773900159947,0.9615377407339187,0.2761076932410082,0.6433361898896562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210075,44,261718.422,2,False
-0.5426134056780483,0.8315817048976277,-0.20894197366569242,0.5248056159132747,0.0,0.0,0.0,0.0,0.24209740817086786,0.9615377407339187,0.2761076932410082,0.6433361898896562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210075,44,261727.406,2,False
-0.5561860929367639,0.8022453371845402,-0.21519052279591622,0.5005909773942695,0.0,0.0,0.0,0.0,0.24209740817086786,0.9815323627219565,0.29216710646188365,0.6602734026053937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210075,44,261736.188,2,False
-0.5697587801954795,0.7582407856149026,-0.23393617018659293,0.48444788504826597,0.0,0.0,0.0,0.0,0.24209740817086786,0.9815323627219565,0.29216710646188365,0.6602734026053937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210075,44,261744.828,2,False
-0.5788072383679586,0.7142362340452714,-0.24643326844704055,0.4763763388752642,0.0,0.0,0.0,0.0,0.24209740817086786,1.0015269847099872,0.30822651968275344,0.6772106153211372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210075,44,261753.547,2,False
-0.5923799256266742,0.6995680501887276,-0.25268181757726166,0.4521617003562555,0.0,0.0,0.0,0.0,0.24209740817086786,1.0015269847099872,0.30822651968275344,0.6941478280368808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210075,44,261762.188,2,False
-0.5969041547129147,0.6702316824756338,-0.27142746496793574,0.42794706183725373,0.0,0.0,0.0,0.0,0.24209740817086786,1.021521606698025,0.30822651968275344,0.6941478280368808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765210075,44,261770.781,2,False
